method,variant_id,method_instance,k,r,descent_sharpness,n_runs,n_cells_observed,n_trace_available,trace_coverage,final_best_mean,final_best_median,first_floor_gen_trace_mean,floor_gens_trace_mean,descent_gens_trace_mean,sigma_volume_total_mean,sigma_volume_descent_mean,sigma_volume_floor_mean,descent_volume_fraction_mean,mean_log_contraction_descent_mean,std_log_contraction_descent_mean
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p15,0.98,0.15,0.13468471545012978,1800,36,720,0.4,45768.30614364348,133.46621415950153,49.013888888888886,48.00416666666667,48.013888888888886,61.86166180639189,47.460411806391896,14.401250000000003,0.7543481129718091,0.002653405054875238,0.01285980618321184
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p2,0.98,0.2,0.10101353658759732,1800,36,720,0.4,52433.44183287822,152.09592540683832,41.39861111111111,55.6125,40.39861111111111,67.40948025405099,45.164480254051,22.24499999999999,0.6582735499605723,0.002775556885299022,0.012768612063270549
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p25,0.98,0.25,0.08081082927007786,1800,36,720,0.4,55399.87885012139,167.71810899479993,36.32083333333333,60.606944444444444,35.32083333333333,73.62716526203633,43.3236930398141,30.303472222222222,0.5788617356976984,0.0027195984405724676,0.012792566439733461
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p02,0.99,0.02,0.5025167926750725,1800,36,720,0.4,57928.48309828493,106.23503841079506,92.8861111111111,5.991666666666666,92.55277777777778,55.892503817451725,55.65283715078507,0.23966666666666672,0.9942573774813173,-6.359163521784094e-05,0.010936145283308673
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p03,0.99,0.03,0.335011195116715,1800,36,720,0.4,57928.53293339182,106.23503841079506,88.41527777777777,9.802777777777777,87.90277777777777,56.07949067092975,55.49132400426308,0.5881666666666667,0.9863571832822982,-0.0001319541383466405,0.010854017051631285
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p05,0.99,0.05,0.201006717070029,1800,36,720,0.4,57928.88116223372,107.82016214157943,78.45138888888889,18.206944444444446,77.65,56.75066742186411,54.929972977419666,1.8206944444444446,0.9612726632417632,-0.00042012732943755787,0.010694953010666483
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p07,0.99,0.07,0.14357622647859214,1800,36,720,0.4,57919.114750041794,111.46258845687012,70.32777777777778,25.725,69.47361111111111,57.77824008199081,54.17674008199082,3.6014999999999993,0.9277440522222553,-0.0004064700176360204,0.010417813983426996
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p1,0.99,0.1,0.1005033585350145,1800,36,720,0.4,58021.384464899515,122.57606278247957,61.55694444444445,34.6,60.65416666666667,59.830713571736844,52.91071357173685,6.92,0.8708078083065882,-0.00020730248845959187,0.010005197503386968
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p15,0.99,0.15,0.06700223902334301,1800,36,720,0.4,58733.80966449655,137.15355916819493,52.041666666666664,44.68333333333333,51.077777777777776,64.18321301805904,50.77821301805904,13.405000000000003,0.7755515455102707,-5.68744109638296e-05,0.009757289745914726
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p2,0.99,0.2,0.05025167926750725,1800,36,720,0.4,59958.007160608315,149.6199885983113,44.85138888888889,51.63194444444444,43.8625,69.42207706300718,48.76929928522939,20.652777777777775,0.6879964412373064,-3.98435256733421e-05,0.009683467891396205
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p25,0.99,0.25,0.0402013434140058,1800,36,720,0.4,67229.60944776278,166.13968960586192,39.15277777777778,57.047222222222224,38.15833333333333,75.31849198048971,46.7948808693786,28.523611111111112,0.6087507141162057,-0.0001319488980514091,0.00966786904142352
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p02,0.9,0.02,5.268025782891314,1800,36,720,0.4,27111.41485980954,58.034605164940274,84.17777777777778,14.180555555555555,83.53194444444445,45.24069174412492,44.673469521902696,0.5672222222222222,0.9850691100374079,0.011837148644282838,0.041984026583166585
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p03,0.9,0.03,3.5120171885942093,1800,36,720,0.4,27079.607653455947,61.06410654958109,78.20138888888889,19.627777777777776,77.40277777777777,45.632477368115914,44.454810701449254,1.1776666666666669,0.9699399187800125,0.01170094048185279,0.04136510333961685
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p05,0.9,0.05,2.1072103131565254,1800,36,720,0.4,27064.246953195325,70.54321146193101,67.05555555555556,29.244444444444444,66.13472222222222,46.70556040380425,43.781115959359795,2.924444444444444,0.9297634111381395,0.012356000673727123,0.04054197085917894
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p07,0.9,0.07,1.5051502236832324,1800,36,720,0.4,27327.759951983342,81.18351886903397,58.93055555555556,37.46805555555556,57.97361111111111,48.13076047155497,42.8852326937772,5.245527777777778,0.880530238511052,0.013019338368946776,0.04022405820727154
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p1,0.9,0.1,1.0536051565782627,1800,36,720,0.4,28982.52565851107,103.60364283625918,50.644444444444446,46.05416666666667,49.65416666666667,50.812479464273785,41.60164613094046,9.210833333333332,0.8064481513291663,0.013603472783614578,0.04027493337398521
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p15,0.9,0.15,0.702403437718842,1800,36,720,0.4,33106.11992713375,131.50904006350254,41.415277777777774,56.40694444444444,40.416666666666664,56.23171306972173,39.309629736388395,16.922083333333337,0.6863383122626906,0.01470136970077031,0.04073840443680445
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p2,0.9,0.2,0.5268025782891314,1800,36,720,0.4,42457.110532954975,154.4205072077931,35.484722222222224,63.25277777777778,34.484722222222224,62.45203605038976,37.15092493927866,25.3011111111111,0.5836311508027751,0.01511838167173832,0.04091681903834573
