method,variant_id,method_instance,function,dimension,noise_sigma,k,r,descent_sharpness,n_runs,n_trace_available,trace_coverage,final_best_mean,final_best_median,first_floor_gen_trace_mean,floor_gens_trace_mean,descent_gens_trace_mean,sigma_volume_total_mean,sigma_volume_descent_mean,sigma_volume_floor_mean,descent_volume_fraction_mean,mean_log_contraction_descent_mean,std_log_contraction_descent_mean
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rastrigin,20,0.1,0.88,0.25,0.5113334860395395,50,5,0.1,150.10802863947316,147.52918288709355,27.4,64.8,26.4,72.51743207553505,40.117432075535056,32.4,0.5522572996935737,0.02224039306782026,0.061186297413070204
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rastrigin,20,0.2,0.88,0.25,0.5113334860395395,50,5,0.1,149.33640625138398,150.03941463071772,30.0,65.2,29.0,72.88052277390378,40.280522773903776,32.6,0.5508010129768441,0.02474866187030006,0.06062599165508422
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rastrigin,40,0.0,0.88,0.25,0.5113334860395395,50,5,0.1,398.0343033413455,397.4390818544067,35.8,59.4,34.8,74.46934234990056,44.769342349900555,29.7,0.5980506122526271,0.022471164593551772,0.058105634905152505
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rastrigin,40,0.1,0.88,0.25,0.5113334860395395,50,5,0.1,401.3250847820415,402.4784928024196,34.4,60.8,33.4,72.64739457677845,42.247394576778454,30.4,0.5762992915774239,0.025112294216499426,0.05969735129195773
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rastrigin,40,0.2,0.88,0.25,0.5113334860395395,50,5,0.1,400.93717826820046,400.78451818068083,34.6,63.6,33.6,71.64337813895526,39.84337813895526,31.8,0.5542949915871407,0.02360233728116854,0.05840271648837805
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,10,0.0,0.88,0.25,0.5113334860395395,50,50,1.0,34.70596371627726,21.04835969189724,20.66,77.96,19.66,61.998628532359525,23.01862853235954,38.98,0.3694068783015815,0.03500316883299804,0.05707183191875703
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,10,0.1,0.88,0.25,0.5113334860395395,50,50,1.0,34.62101314024746,20.621841294077264,20.64,78.2,19.64,61.9744456701573,22.874445670157307,39.1,0.36734246001208787,0.03504494444460258,0.057091625360130245
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,10,0.2,0.88,0.25,0.5113334860395395,50,50,1.0,34.610735491869576,21.24432682040314,20.62,78.0,19.62,61.96037195736922,22.96037195736921,39.0,0.3687876732910784,0.03500934623776317,0.05714542281031321
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,20,0.0,0.88,0.25,0.5113334860395395,50,50,1.0,288.83742311896225,264.3788382827711,32.5,66.94,31.5,66.3833831592143,32.9133831592143,33.47,0.4941680777993782,0.01520251619573353,0.04804554161959876
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,20,0.1,0.88,0.25,0.5113334860395395,50,50,1.0,289.11266499307845,267.5377734728638,32.5,66.94,31.5,66.3833831592143,32.9133831592143,33.47,0.4941680777993782,0.01520251619573353,0.04804554161959876
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,20,0.2,0.88,0.25,0.5113334860395395,50,50,1.0,292.6641943055619,268.040471290754,32.56,66.88,31.56,66.3904840672342,32.9504840672342,33.44,0.49472563702939454,0.015169724597728487,0.04797111492241983
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,40,0.0,0.88,0.25,0.5113334860395395,50,5,0.1,1943.7467982216212,1829.162442337913,49.2,45.4,48.2,74.54109984251764,51.84109984251764,22.7,0.6944405830610162,0.007707523321235465,0.046516915257653384
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,40,0.1,0.88,0.25,0.5113334860395395,50,5,0.1,1946.4454868331618,1869.9060625636575,49.2,45.4,48.2,74.54109984251764,51.84109984251764,22.7,0.6944405830610162,0.007707523321235465,0.046516915257653384
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,rosenbrock,40,0.2,0.88,0.25,0.5113334860395395,50,5,0.1,1949.5502171883677,1865.36281583063,49.2,45.4,48.2,74.54109984251764,51.84109984251764,22.7,0.6944405830610162,0.007707523321235465,0.046516915257653384
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,10,0.0,0.88,0.25,0.5113334860395395,50,50,1.0,0.10583460558808987,0.11045809592656936,26.52,73.82,25.52,68.63438095742562,31.72438095742561,36.91,0.4594843552678771,0.00545768638555898,0.04159415195347816
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,10,0.1,0.88,0.25,0.5113334860395395,50,50,1.0,-0.007394561278876998,-0.00014884104169615,26.84,73.42,25.84,69.02171727661886,32.31171727661886,36.71,0.464987643586495,0.005188348210487621,0.04103192746389389
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,10,0.2,0.88,0.25,0.5113334860395395,50,50,1.0,-0.16683240984334577,-0.1753598746523936,26.68,73.66,25.68,68.91675499196651,32.08675499196651,36.83,0.463391943065485,0.004427006954538565,0.0408514070992866
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,20,0.0,0.88,0.25,0.5113334860395395,50,50,1.0,1.7465814454462896,1.7570779081805634,39.5,60.34,38.5,75.91336942492849,45.743369424928495,30.17,0.6012485454736445,-0.0010340166014101036,0.037544606276225634
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,20,0.1,0.88,0.25,0.5113334860395395,50,50,1.0,1.6982158055438779,1.6776427075624065,40.16,60.02,39.16,76.2513616990089,46.241361699008905,30.01,0.6051417073669882,-0.0018583185308115463,0.03759225509943526
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,20,0.2,0.88,0.25,0.5113334860395395,50,50,1.0,1.6698075070302496,1.7541063574606877,39.96,59.86,38.96,75.68074540178361,45.750745401783604,29.93,0.6027366493853455,-0.001586150298826455,0.037322647202950504
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,40,0.0,0.88,0.25,0.5113334860395395,50,5,0.1,9.11492872075001,9.103862541542147,58.2,40.8,57.2,83.61313435748946,63.21313435748946,20.4,0.7549580907378717,-0.0018218274070971748,0.0397163580452472
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,40,0.1,0.88,0.25,0.5113334860395395,50,5,0.1,8.838239526099947,8.866592145155131,57.4,39.8,56.4,84.39138274832526,64.49138274832526,19.9,0.7636673868219049,-0.0008170861029530206,0.04104734359136184
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,sphere,40,0.2,0.88,0.25,0.5113334860395395,50,5,0.1,9.522403206569228,9.310913430456154,64.8,34.4,63.8,86.84657957923442,69.64657957923441,17.2,0.8005132232339094,-0.003389520662502127,0.035106666697620845
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,10,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,923.6559650370946,871.5776314007385,99.0,0.4,98.8,37.919210483487234,37.903210483487236,0.016,0.9995590891468289,0.02231431475015634,0.0376849074843811
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,10,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,910.5044498223201,857.0151324549474,98.2,0.8,97.8,37.88514541501577,37.853145415015774,0.032,0.9991228149475095,0.02201441839647356,0.037659962130898825
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,10,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,940.7346146567382,871.8015354711376,99.0,0.4,98.8,37.91987796683891,37.90387796683891,0.016,0.9995590891468289,0.02219607954119016,0.037817673493464134
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,20,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,37427.771109936264,33928.2466768779,100.0,0.0,100.0,47.00137797545673,47.00137797545673,0.0,1.0,0.022771661718232986,0.037049703817384094
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,20,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,37427.78950323965,33928.22914031726,100.0,0.0,100.0,47.00137797545673,47.00137797545673,0.0,1.0,0.022771661718232986,0.037049703817384094
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,20,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,37427.75477746737,33928.26663842834,100.0,0.0,100.0,47.00137797545673,47.00137797545673,0.0,1.0,0.022771661718232986,0.037049703817384094
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,40,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,328421.058301895,319410.39208381623,100.0,0.0,100.0,58.33738357731303,58.33738357731303,0.0,1.0,0.0196914811913903,0.036054059811647596
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,40,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,328421.05936584214,319410.27869522676,100.0,0.0,100.0,58.33738357731303,58.33738357731303,0.0,1.0,0.0196914811913903,0.036054059811647596
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,ellipsoid_cond1e6,40,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,328421.06745740963,319410.34818211023,100.0,0.0,100.0,58.33738357731303,58.33738357731303,0.0,1.0,0.0196914811913903,0.036054059811647596
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,10,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,17.025957086126503,15.106747225003694,65.8,34.8,64.8,42.33707340194856,40.94507340194856,1.3920000000000001,0.9662124052477982,0.02420744871622511,0.038879669129805304
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,10,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,18.095599972117373,17.195534576614087,74.2,26.4,73.2,43.38637835223847,42.33037835223847,1.0560000000000003,0.975177348425116,0.02448635952330959,0.03814840945707933
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,10,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,17.22779853861704,17.441635728470846,74.4,25.8,73.4,46.3724509191554,45.3404509191554,1.0320000000000003,0.9769516017002733,0.02544131160364347,0.038717561455717725
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,20,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,54.9116760257532,52.284877092401075,91.6,9.0,90.8,48.13124389316737,47.77124389316738,0.36000000000000004,0.992536136697409,0.0163799063543275,0.04016250876488551
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,20,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,53.632148841745455,53.153177396767276,91.2,9.0,90.4,48.851962843693414,48.49196284369341,0.36000000000000004,0.9924896577883249,0.017340451862446555,0.03944821727064792
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,20,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,57.33314620982615,56.50395094873808,91.8,8.6,91.0,48.32606298054332,47.98206298054332,0.34400000000000003,0.9926990308919752,0.014611971530648646,0.0393592726144545
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,40,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,220.83242828959317,220.83454295387858,100.0,0.0,100.0,56.75026863006984,56.75026863006984,0.0,1.0,0.017182015547720045,0.04020354855138932
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,40,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,216.34072877524963,217.84694724425844,100.0,0.0,100.0,54.12731369244366,54.12731369244366,0.0,1.0,0.01610160299247316,0.04024005345883361
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rastrigin,40,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,220.4271943699665,221.10116066638707,100.0,0.0,100.0,55.52391871813198,55.52391871813198,0.0,1.0,0.018600838055314185,0.03909776661480914
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,10,0.0,0.93,0.02,3.6285346417417688,50,50,1.0,23.888700960258994,8.395024053004775,70.44,23.6,69.54,34.27403212831186,33.33003212831187,0.9440000000000002,0.9707918881258957,0.014665584156808962,0.03310816267345544
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,10,0.1,0.93,0.02,3.6285346417417688,50,50,1.0,22.09215563967515,8.04769164350964,71.84,22.6,70.98,34.239344429252746,33.33534442925274,0.904,0.9726475767368113,0.013526551121839732,0.03297617943575842
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,10,0.2,0.93,0.02,3.6285346417417688,50,50,1.0,20.48647113550073,8.218368566434824,70.26,25.04,69.34,34.26937035086805,33.267770350868055,1.0016,0.9694213494725658,0.014310393154066165,0.03319986512029877
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,20,0.0,0.93,0.02,3.6285346417417688,50,50,1.0,78.69036981425894,36.28440747387299,98.16,1.94,97.8,46.250185046322095,46.172585046322084,0.07759999999999999,0.9981632480865642,0.0074409820667780575,0.03013743072919802
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,20,0.1,0.93,0.02,3.6285346417417688,50,50,1.0,79.75020922903863,39.751034113758095,97.84,2.0,97.56,46.25572388202752,46.175723882027505,0.07999999999999999,0.9981437798473284,0.007869027386085886,0.03066953623830996
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,20,0.2,0.93,0.02,3.6285346417417688,50,50,1.0,79.5282552347352,36.98542401145012,98.12,1.74,97.84,46.32220250184137,46.25260250184137,0.06960000000000001,0.9983888231535145,0.0074279593448561484,0.030391021355170706
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,40,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,495.31641743995687,476.72819378140167,100.0,0.0,100.0,67.4305049576799,67.4305049576799,0.0,1.0,0.004984453979068625,0.02944630189788381
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,40,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,500.1000560348795,477.5483213106496,100.0,0.0,100.0,67.427658950688,67.427658950688,0.0,1.0,0.0051295953647382975,0.029583475420663974
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,rosenbrock,40,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,478.3400822415087,477.5192041636352,100.0,0.0,100.0,67.41710362729762,67.41710362729762,0.0,1.0,0.005070477760255207,0.02961381382997973
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,10,0.0,0.93,0.02,3.6285346417417688,50,50,1.0,0.0007631867965593861,0.00075076593710965,63.06,37.2,62.06,40.63169237836687,39.14369237836687,1.4880000000000002,0.9624499406317478,0.0013626066665994715,0.02539492296371651
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,10,0.1,0.93,0.02,3.6285346417417688,50,50,1.0,-0.22832470495527274,-0.22969797802843983,67.2,28.4,66.2,41.94988713069101,40.81388713069101,1.1360000000000003,0.9722547592291413,0.01208076480361778,0.034604986089781936
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,10,0.2,0.93,0.02,3.6285346417417688,50,50,1.0,-0.46005169141029634,-0.4564786379447659,67.1,28.24,66.1,41.738333996316285,40.60873399631629,1.1296000000000002,0.9721454819734128,0.01876342409325926,0.0376160402359888
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,20,0.0,0.93,0.02,3.6285346417417688,50,50,1.0,0.030418738505310915,0.02674986238442455,98.44,1.84,98.02,58.260166367043546,58.186566367043554,0.07360000000000001,0.998643915381128,-0.004284914556141559,0.024036295277953604
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,20,0.1,0.93,0.02,3.6285346417417688,50,50,1.0,-0.07693599191228291,-0.06565983491176786,95.06,5.36,94.3,58.04483497950108,57.8304349795011,0.2144,0.9961190517047007,0.0031378908605007665,0.030946537251895646
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,20,0.2,0.93,0.02,3.6285346417417688,50,50,1.0,-0.23593523771044855,-0.24423361928753076,92.7,6.82,91.92,57.261738941925486,56.98893894192548,0.2728,0.9950918323004879,0.0066674500466697584,0.03345677447186746
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,40,0.0,0.93,0.02,3.6285346417417688,50,5,0.1,2.960262639185911,2.78160974651695,100.0,0.0,100.0,81.65701980510174,81.65701980510174,0.0,1.0,-0.0037979227548540747,0.028676554367795693
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,40,0.1,0.93,0.02,3.6285346417417688,50,5,0.1,2.954029378562297,2.79887112518284,100.0,0.0,100.0,80.32069432684507,80.32069432684507,0.0,1.0,-0.002260865038293771,0.027659017177990058
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,sphere,40,0.2,0.93,0.02,3.6285346417417688,50,5,0.1,3.062739640424976,2.998952193555603,100.0,0.0,100.0,80.8173472334438,80.8173472334438,0.0,1.0,-0.003766091248397464,0.02544370001027379
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,10,0.0,0.93,0.03,2.4190230944945124,50,5,0.1,910.1129371588527,815.0006774281903,86.0,1.2,85.6,38.13281755833558,38.06081755833558,0.072,0.9980649752458657,0.027429249829528178,0.03697179238576161
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,10,0.1,0.93,0.03,2.4190230944945124,50,5,0.1,905.8805815541906,857.0151324549474,86.0,1.2,85.6,38.139095643475976,38.06709564347597,0.072,0.9980663304782194,0.027429249829528178,0.03697179238576161
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,10,0.2,0.93,0.03,2.4190230944945124,50,5,0.1,956.9222426830761,899.4468227766044,86.0,1.2,85.6,38.04441457658324,37.97241457658325,0.072,0.9980610723581048,0.027429249829528178,0.03697179238576161
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,20,0.0,0.93,0.03,2.4190230944945124,50,5,0.1,37749.71464881657,33874.1638410677,94.2,0.6,94.0,46.80789794560398,46.77189794560399,0.036,0.9990191587830608,0.025947610086454166,0.035804300223213875
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,20,0.1,0.93,0.03,2.4190230944945124,50,5,0.1,37749.727106987564,33874.22458224345,94.2,0.6,94.0,46.80789794560398,46.77189794560399,0.036,0.9990191587830608,0.025947610086454166,0.035804300223213875
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,20,0.2,0.93,0.03,2.4190230944945124,50,5,0.1,37749.69674727335,33874.33798114811,94.2,0.6,94.0,46.80789794560398,46.77189794560399,0.036,0.9990191587830608,0.025947610086454166,0.035804300223213875
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,40,0.0,0.93,0.03,2.4190230944945124,50,5,0.1,328421.058301895,319410.39208381623,100.0,0.0,100.0,58.33738357731303,58.33738357731303,0.0,1.0,0.0196914811913903,0.036054059811647596
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,40,0.1,0.93,0.03,2.4190230944945124,50,5,0.1,328421.05936584214,319410.27869522676,100.0,0.0,100.0,58.33738357731303,58.33738357731303,0.0,1.0,0.0196914811913903,0.036054059811647596
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,ellipsoid_cond1e6,40,0.2,0.93,0.03,2.4190230944945124,50,5,0.1,328421.06745740963,319410.34818211023,100.0,0.0,100.0,58.33738357731303,58.33738357731303,0.0,1.0,0.0196914811913903,0.036054059811647596
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,rastrigin,10,0.0,0.93,0.03,2.4190230944945124,50,5,0.1,17.276838135030943,15.405865490929088,59.0,41.2,58.0,43.11984248653531,40.64784248653531,2.4720000000000004,0.9411486178781129,0.027680098303884036,0.03865125130286208
