method,variant_id,method_instance,n_runs,n_behavior_rows,proxy_fraction_at_floor_mean,proxy_fraction_at_floor_median,proxy_time_to_first_floor_gen_mean,proxy_n_floor_entries_mean,proxy_n_floor_exits_mean,proxy_n_down_steps_mean,proxy_n_up_steps_mean,proxy_n_neutral_steps_mean,proxy_sigma_min_seen_mean,proxy_sigma_max_seen_mean,proxy_ema_snr_last_mean
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p05,1800,1800,0.23209999999999997,0.22,71.29277777777777,1.7416666666666667,1.1211111111111112,30.005,17.625555555555554,52.36944444444445,0.1148070552802566,2.0063908637371393,0.09585000024208118
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p07,1800,1800,0.3104,0.34,62.330555555555556,2.232222222222222,1.518888888888889,34.76222222222222,15.185,50.05277777777778,0.14664051706160963,2.0063908637371393,0.07898799411846141
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p1,1800,1800,0.4087777777777778,0.45,52.827222222222225,2.733888888888889,1.8816666666666666,41.27055555555555,13.051111111111112,45.678333333333335,0.20124144753159764,2.0063908637371393,0.053563199111075634
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p15,1800,1800,0.5222333333333333,0.57,43.45666666666666,3.107222222222222,2.14,49.49722222222222,10.692222222222222,39.81055555555555,0.29999999999999993,2.0063908637371393,0.02641887806138882
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p2,1800,1800,0.5899055555555555,0.62,36.99777777777778,3.2494444444444444,2.2872222222222223,54.943333333333335,9.326666666666666,35.73,0.4,2.0063908637371393,0.018579995054015464
proxy_sigma_controller,geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p88__sigma_min_ratio_0p25,1800,1800,0.6423166666666668,0.66,32.30777777777778,3.2855555555555553,2.3144444444444443,58.64,8.491111111111111,32.86888888888889,0.5,2.0063908637371393,0.012946168669492818
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p02,1800,1800,0.08792777777777779,0.0,90.23444444444445,0.7972222222222223,0.44222222222222224,28.54222222222222,16.665,54.79277777777778,0.08496379514409155,2.013322795747671,0.1392226616473095
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p03,1800,1800,0.1270555555555556,0.03,85.63722222222222,1.0305555555555554,0.575,30.381666666666668,15.962222222222222,53.65611111111111,0.09437811852641126,2.013322795747671,0.12331436150471271
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p05,1800,1800,0.20690555555555556,0.18,76.07277777777777,1.56,0.9561111111111111,34.415,14.255,51.33,0.12007283505689281,2.013322795747671,0.09225070236412863
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p07,1800,1800,0.27849999999999997,0.3,68.15,1.8627777777777779,1.166111111111111,38.659444444444446,12.889444444444445,48.45111111111111,0.15044153870331436,2.013322795747671,0.07614692850062388
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p1,1800,1800,0.3694722222222222,0.42,58.57222222222222,2.3266666666666667,1.4933333333333334,44.20055555555555,11.25,44.54944444444445,0.20237343330806343,2.013322795747671,0.05366451259835229
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p15,1800,1800,0.4776944444444445,0.52,48.16555555555556,2.87,1.925,51.155,9.447777777777778,39.397222222222226,0.30000137888247286,2.013322795747671,0.030030808345529465
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p2,1800,1800,0.5520444444444444,0.58,41.01166666666666,3.205,2.2283333333333335,56.06777777777778,8.37111111111111,35.56111111111111,0.4,2.013322795747671,0.016783980394246677
proxy_sigma_controller,geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p93__sigma_min_ratio_0p25,1800,1800,0.60795,0.63,35.685,3.281111111111111,2.3116666666666665,59.83222222222222,7.542222222222223,32.62555555555556,0.5,2.013322795747671,0.013168657964380506
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p02,1800,1800,0.07001666666666669,0.0,92.29611111111112,0.6894444444444444,0.38666666666666666,32.16388888888889,14.985,52.85111111111111,0.0922096283890107,2.013528382600278,0.14098395397661811
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p03,1800,1800,0.10336666666666666,0.0,88.63666666666667,0.9005555555555556,0.4922222222222222,33.50833333333333,14.531666666666666,51.96,0.10050460135168865,2.013528382600278,0.12582583887747453
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p05,1800,1800,0.17523333333333335,0.13,79.87222222222222,1.4327777777777777,0.8583333333333333,36.73444444444444,13.308333333333334,49.95722222222222,0.12389674039933482,2.013528382600278,0.09842039299202744
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p07,1800,1800,0.24221111111111113,0.24,72.00444444444445,1.8072222222222223,1.1383333333333334,40.19611111111111,11.99,47.81388888888889,0.15316953944032297,2.013528382600278,0.0737935052385839
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p1,1800,1800,0.3330000000000001,0.37,62.74777777777778,2.2216666666666667,1.4155555555555555,45.44555555555556,10.570555555555556,43.98388888888889,0.20380014261384835,2.013528382600278,0.056010386360339386
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p15,1800,1800,0.4479333333333334,0.48,51.647777777777776,2.778888888888889,1.8372222222222223,52.47,9.101666666666667,38.428333333333335,0.3000829765272843,2.013528382600278,0.030950578202636712
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p2,1800,1800,0.5251666666666667,0.545,43.904444444444444,3.1127777777777776,2.1594444444444445,57.18611111111111,7.9255555555555555,34.888333333333335,0.4,2.013528382600278,0.016827422505071913
proxy_sigma_controller,geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p95__sigma_min_ratio_0p25,1800,1800,0.5818166666666666,0.6,38.10111111111111,3.223333333333333,2.276666666666667,60.660555555555554,7.222777777777778,32.11666666666667,0.5,2.013528382600278,0.012785472782793236
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p02,1800,1800,0.04985555555555556,0.0,94.30166666666666,0.5755555555555556,0.3572222222222222,38.471666666666664,12.601111111111111,48.92722222222222,0.10922789659850972,2.017935989863494,0.13183486455392626
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p03,1800,1800,0.07633888888888889,0.0,91.32888888888888,0.8266666666666667,0.5083333333333333,39.58888888888889,12.522222222222222,47.888888888888886,0.11574672828398465,2.017935989863494,0.12087593397193618
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p05,1800,1800,0.1318,0.06,84.82888888888888,1.2455555555555555,0.7794444444444445,41.64222222222222,12.388333333333334,45.96944444444444,0.13524711072967924,2.017935989863494,0.09997230126056643
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p07,1800,1800,0.1860111111111111,0.15,78.68,1.6394444444444445,1.0477777777777777,44.154444444444444,12.062777777777777,43.78277777777778,0.1600477275449782,2.017935989863494,0.08235593760359958
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p1,1800,1800,0.26821666666666666,0.27,69.86,2.152222222222222,1.4166666666666667,48.379444444444445,11.957222222222223,39.663333333333334,0.20617507006464267,2.017935989863494,0.06062815273178804
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p15,1800,1800,0.3799055555555555,0.4,57.562777777777775,3.15,2.256666666666667,54.21111111111111,12.063333333333333,33.72555555555556,0.300033978320449,2.017935989863494,0.03237411323214765
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p2,1800,1800,0.45759444444444447,0.45,49.12611111111111,3.8033333333333332,2.8833333333333333,58.776666666666664,12.032222222222222,29.191111111111113,0.4,2.017935989863494,0.02018759967569637
proxy_sigma_controller,geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p97__sigma_min_ratio_0p25,1800,1800,0.5193111111111111,0.51,42.43888888888889,4.091111111111111,3.171666666666667,61.952777777777776,12.18,25.86722222222222,0.5,2.017935989863494,0.013658109051164007
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p02,1800,1800,0.039349999999999996,0.0,95.54444444444445,0.43555555555555553,0.26722222222222225,43.083888888888886,11.306111111111111,45.61,0.12911862661747775,2.022170713203596,0.12827424265534024
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p03,1800,1800,0.061016666666666684,0.0,93.02666666666667,0.6877777777777778,0.4177777777777778,43.875,11.233888888888888,44.89111111111111,0.13458388580534603,2.022170713203596,0.119051276839583
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p05,1800,1800,0.10998888888888889,0.0,87.25611111111111,1.1388888888888888,0.7188888888888889,45.67722222222222,11.176111111111112,43.14666666666667,0.1514354784057455,2.022170713203596,0.1001700734800274
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p07,1800,1800,0.1566833333333333,0.09,81.9661111111111,1.4483333333333333,0.9716666666666667,47.80222222222222,11.049444444444445,41.14833333333333,0.1729720239629497,2.022170713203596,0.08491527357815112
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p1,1800,1800,0.22124444444444444,0.2,74.46277777777777,1.9461111111111111,1.3116666666666668,50.895,10.933333333333334,38.17166666666667,0.21231763579027998,2.022170713203596,0.06877649002632988
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p15,1800,1800,0.3249666666666667,0.32,62.965555555555554,3.0505555555555555,2.216666666666667,56.10944444444444,10.917777777777777,32.97277777777778,0.3007399058718655,2.022170713203596,0.0375957046382842
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p2,1800,1800,0.40476111111111107,0.38,53.282222222222224,3.9122222222222223,3.062777777777778,60.217777777777776,11.088333333333333,28.69388888888889,0.4000654916367422,2.022170713203596,0.020697544296731343
proxy_sigma_controller,geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p98__sigma_min_ratio_0p25,1800,1800,0.4645222222222222,0.43,46.2,4.466111111111111,3.6155555555555554,63.15777777777778,11.272777777777778,25.569444444444443,0.5,2.022170713203596,0.014052789337557445
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p02,1800,1800,0.027527777777777776,0.0,96.80777777777777,0.3466666666666667,0.2222222222222222,48.94444444444444,9.77,41.285555555555554,0.17788670210974583,2.031668689151952,0.1041657167884973
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p03,1800,1800,0.045222222222222226,0.0,94.74944444444445,0.5355555555555556,0.3388888888888889,49.67611111111111,9.742777777777778,40.58111111111111,0.18198843687040275,2.031668689151952,0.0979502135567022
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p05,1800,1800,0.0846611111111111,0.0,89.9961111111111,0.9822222222222222,0.6522222222222223,50.95944444444444,9.751666666666667,39.28888888888889,0.19562064050016167,2.031668689151952,0.08414012818439451
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p07,1800,1800,0.12254444444444444,0.0,85.74055555555556,1.316111111111111,0.9272222222222222,52.590555555555554,9.675,37.73444444444444,0.2131827061796391,2.031668689151952,0.07495862351914132
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p1,1800,1800,0.17348333333333332,0.07,80.08277777777778,1.7016666666666667,1.2105555555555556,54.94,9.659444444444444,35.400555555555556,0.24413252144934683,2.031668689151952,0.06255773553558111
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p15,1800,1800,0.2525777777777778,0.19,71.17222222222222,2.487222222222222,1.8277777777777777,58.57666666666667,9.689444444444444,31.733888888888888,0.3143329815026641,2.031668689151952,0.03890938985391082
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p2,1800,1800,0.3240722222222222,0.28,61.97,3.375,2.5933333333333333,62.04888888888889,9.766666666666667,28.184444444444445,0.40280782983753194,2.031668689151952,0.024204006265169716
proxy_sigma_controller,geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p99__sigma_min_ratio_0p25,1800,1800,0.3877833333333333,0.34,53.32833333333333,4.15,3.348333333333333,64.875,10.073888888888888,25.051111111111112,0.5003365098929904,2.031668689151952,0.015556123885178307
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p02,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p02,1800,1800,0.09927222222222222,0.0,89.28833333333333,0.82,0.44,24.674444444444443,19.168333333333333,56.157222222222224,0.07970273056569534,2.0100823795950076,0.13653216389862197
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p03,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p03,1800,1800,0.13957222222222224,0.04,84.00444444444445,1.1077777777777778,0.6166666666666667,26.643333333333334,18.281666666666666,55.075,0.08960558917110747,2.0100823795950076,0.12216005863316276
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p05,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p05,1800,1800,0.22500555555555554,0.21,72.99555555555555,1.6961111111111111,1.0594444444444444,31.098333333333333,16.08888888888889,52.812777777777775,0.11657286991558945,2.0100823795950076,0.08834698014121405
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p07,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p07,1800,1800,0.30034444444444447,0.32,64.66333333333333,2.102777777777778,1.3955555555555557,35.59111111111111,14.158888888888889,50.25,0.1482718695468898,2.0100823795950076,0.07103719993793185
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p1,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p1,1800,1800,0.3935277777777778,0.44,55.49,2.5716666666666668,1.7238888888888888,41.76833333333333,12.203888888888889,46.02777777777778,0.2018457274906209,2.0100823795950076,0.05299873502742304
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p15,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p15,1800,1800,0.5072055555555556,0.56,45.09166666666667,3.062222222222222,2.1055555555555556,49.70166666666667,10.26388888888889,40.034444444444446,0.300006246992493,2.0100823795950076,0.028857327044652527
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p2,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p2,1800,1800,0.5790333333333333,0.61,38.48722222222222,3.2605555555555554,2.2933333333333334,54.99166666666667,9.044444444444444,35.96388888888889,0.4,2.0100823795950076,0.017050161634304648
proxy_sigma_controller,geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p25,proxy_sigma_controller:geomdense__sigma_down_factor_0p9__sigma_min_ratio_0p25,1800,1800,0.6293722222222221,0.65,33.59722222222222,3.2488888888888887,2.2683333333333335,58.66444444444444,8.223333333333333,33.11222222222222,0.5,2.0100823795950076,0.013025051608549023
vanilla_cma,,vanilla_cma,1800,0,,,,,,,,,,,
