method,variant_id,method_instance,n_runs,n_behavior_rows,proxy_fraction_at_floor_mean,proxy_fraction_at_floor_median,proxy_time_to_first_floor_gen_mean,proxy_n_floor_entries_mean,proxy_n_floor_exits_mean,proxy_n_down_steps_mean,proxy_n_up_steps_mean,proxy_n_neutral_steps_mean,proxy_sigma_min_seen_mean,proxy_sigma_max_seen_mean,proxy_ema_snr_last_mean
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,720,720,0.11954166666666667,0.01,86.8125,0.9777777777777777,0.5458333333333333,22.533333333333335,21.6125,55.854166666666664,0.0742877194129048,2.0096603010025516,0.1456021673897763
proxy_sigma_controller,anchor_k090_r005,proxy_sigma_controller:anchor_k090_r005,720,720,0.23138888888888892,0.21,72.14583333333333,1.7194444444444446,1.0638888888888889,31.41111111111111,15.998611111111112,52.59027777777778,0.11559066782635294,2.0086611954575333,0.08516470453838076
proxy_sigma_controller,anchor_k090_r010,proxy_sigma_controller:anchor_k090_r010,720,720,0.40641666666666665,0.45,54.38333333333333,2.6180555555555554,1.7819444444444446,42.611111111111114,11.936111111111112,45.452777777777776,0.201932734511572,2.0086611954575333,0.05495916426044185
proxy_sigma_controller,anchor_k093_r005,proxy_sigma_controller:anchor_k093_r005,720,720,0.211625,0.19,75.58888888888889,1.6402777777777777,1.0166666666666666,34.36944444444445,13.925,51.705555555555556,0.11947659404384565,2.0104450534902183,0.0835747504651912
proxy_sigma_controller,anchor_k093_r020,proxy_sigma_controller:anchor_k093_r020,720,720,0.5553472222222222,0.58,40.704166666666666,3.188888888888889,2.2083333333333335,56.13611111111111,8.2125,35.65138888888889,0.4,2.0104450534902183,0.01579354830000302
proxy_sigma_controller,anchor_k095_r005,proxy_sigma_controller:anchor_k095_r005,720,720,0.18181944444444448,0.13,80.17777777777778,1.3805555555555555,0.7972222222222223,36.96805555555556,12.909722222222221,50.12222222222222,0.12514904306616537,2.012462416446575,0.09614058828925162
proxy_sigma_controller,anchor_k095_r010,proxy_sigma_controller:anchor_k095_r010,720,720,0.3340694444444444,0.37,62.915277777777774,2.1458333333333335,1.3277777777777777,45.175,10.466666666666667,44.358333333333334,0.20456452790063143,2.012462416446575,0.05517304891185801
proxy_sigma_controller,anchor_k097_r005,proxy_sigma_controller:anchor_k097_r005,720,720,0.13036111111111112,0.04,85.27083333333333,1.1708333333333334,0.7013888888888888,41.125,12.6125,46.2625,0.1374443198239199,2.0190992622821744,0.10097142363583597
proxy_sigma_controller,anchor_k097_r010,proxy_sigma_controller:anchor_k097_r010,720,720,0.2648611111111111,0.28,70.04861111111111,2.172222222222222,1.4458333333333333,47.88194444444444,12.093055555555555,40.025,0.20712596026267052,2.0190992622821744,0.06348519576221934
proxy_sigma_controller,anchor_k098_r025,proxy_sigma_controller:anchor_k098_r025,720,720,0.4660277777777777,0.44,46.19583333333333,4.469444444444444,3.613888888888889,63.13055555555555,11.222222222222221,25.647222222222222,0.5,2.0215461615802464,0.013134888042540847
vanilla_cma,,vanilla_cma,720,0,,,,,,,,,,,
