method,variant_id,method_instance,function,dimension,noise_sigma,seed,generations,final_best,k,r,descent_sharpness,proxy_trace_written,trace_available,trace_path,trace_rows,first_floor_gen_trace,floor_gens_trace,descent_gens_trace,sigma_volume_total,sigma_volume_descent,sigma_volume_floor,descent_volume_fraction,mean_log_contraction_descent,std_log_contraction_descent
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1010,100,0.0005858154173003,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1010.csv,100.0,60.0,41.0,59.0,36.78511664169715,35.14511664169715,1.6400000000000001,0.9554167514004562,-0.0003983227997935719,0.030558828462537813
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1011,100,0.0007791125256127,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1011.csv,100.0,63.0,38.0,62.0,39.6726534816292,38.152653481629194,1.52,0.9616864548597978,0.00014655863839651808,0.036222240166927135
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1012,100,0.0011356771778138,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1012.csv,100.0,62.0,39.0,61.0,38.96930159247168,37.40930159247168,1.56,0.9599684896508032,-0.0003852630358659368,0.030053772775702675
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1013,100,0.0010203319960284,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1013.csv,100.0,76.0,23.0,75.0,49.715240768688105,48.7952407686881,0.9200000000000002,0.9814946083781326,0.0033952491879136737,0.04543751563157828
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1014,100,0.0013546369192333,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1014.csv,100.0,77.0,24.0,76.0,42.02333711711355,41.06333711711355,0.9600000000000002,0.9771555505617128,0.008486393095885872,0.050407243057388244
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1015,100,0.0008156775225156,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1015.csv,100.0,65.0,35.0,64.0,39.83587336946644,38.43587336946644,1.4000000000000004,0.9648557975115697,0.008182840434285712,0.05164095554428963
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1016,100,0.0009841282482926,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1016.csv,100.0,60.0,41.0,59.0,37.259028752607826,35.619028752607825,1.6400000000000001,0.9559838231187061,0.007771634343347027,0.04489374432986547
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1017,100,0.00068944158142,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1017.csv,100.0,61.0,40.0,60.0,38.67247319396075,37.07247319396075,1.6,0.9586269026039467,0.012619055453329642,0.046779526277539965
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1018,100,0.000948546726025,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1018.csv,100.0,56.0,45.0,55.0,29.89671863777415,28.09671863777415,1.8000000000000003,0.9397927236828686,0.0034448786828493016,0.04318450899196748
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.0,1019,100,0.0008534537006362,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p0_seed1019.csv,100.0,69.0,31.0,68.0,45.93613656963262,44.69613656963262,1.2400000000000002,0.97300600153606,0.00017816932510946888,0.039937906484663284
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1000,100,-0.2808311353139959,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1000.csv,100.0,56.0,31.0,55.0,37.75085742979473,36.510857429794726,1.2400000000000002,0.9671530639454738,0.02973728621622913,0.06831640067153472
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1001,100,-0.247659518541438,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1001.csv,100.0,58.0,35.0,57.0,38.66582387212775,37.265823872127754,1.4000000000000004,0.9637923142506944,0.021792976792490138,0.06044683281535843
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1002,100,-0.1533198345387983,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1002.csv,100.0,57.0,37.0,56.0,39.47598564437537,37.995985644375374,1.4800000000000002,0.9625088525126954,0.020598629829416158,0.06184645666469957
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1003,100,-0.2237646488631197,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1003.csv,100.0,56.0,41.0,55.0,33.496380964147704,31.856380964147704,1.6400000000000001,0.9510394868700787,0.01823091601295859,0.05983802738355596
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1004,100,-0.2788624383822649,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1004.csv,100.0,57.0,39.0,56.0,39.39076367685006,37.830763676850054,1.56,0.9603968074140992,0.014102339428003305,0.05277297381466718
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1005,100,-0.2120124364398655,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1005.csv,100.0,57.0,44.0,56.0,36.41832790958745,34.65832790958745,1.7600000000000002,0.9516726851279556,0.023291895717533755,0.06413253067500836
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1006,100,-0.2140445065619793,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1006.csv,100.0,71.0,25.0,70.0,46.152423566030784,45.152423566030784,1.0000000000000002,0.9783326654868019,0.02636416051586103,0.06298234388423386
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1007,100,-0.2120296337463853,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1007.csv,100.0,64.0,32.0,63.0,39.18949429086346,37.90949429086346,1.2800000000000002,0.9673381853182419,0.0273686848986862,0.06368549032101219
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1008,100,-0.2208003992951989,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1008.csv,100.0,48.0,45.0,47.0,25.204332032283073,23.404332032283072,1.8000000000000003,0.9285837054640265,0.04492596715498236,0.06897479007307583
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1009,100,-0.2318021221383867,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1009.csv,100.0,57.0,42.0,56.0,39.50190094872523,37.82190094872523,1.6800000000000002,0.9574704011794092,0.01568584669094323,0.05187494942784148
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1010,100,-0.2317127276525732,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1010.csv,100.0,64.0,32.0,63.0,39.901090719211446,38.621090719211445,1.2800000000000002,0.9679206764294362,0.02018664253037272,0.057568825501976374
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1011,100,-0.2306299282813559,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1011.csv,100.0,65.0,35.0,64.0,44.09812821705445,42.69812821705445,1.4000000000000004,0.9682526207663715,0.00670261912524891,0.0433866094744595
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1012,100,-0.2217964103798193,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1012.csv,100.0,61.0,37.0,60.0,38.9782775421156,37.4982775421156,1.4800000000000002,0.9620301333633619,0.02119597465689136,0.05880888006914251
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1013,100,-0.2357595348380811,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1013.csv,100.0,64.0,35.0,63.0,43.908264565426705,42.50826456542671,1.4000000000000001,0.9681153419781852,0.01117592825032408,0.0547671627836268
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1014,100,-0.2049066771253395,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1014.csv,100.0,65.0,35.0,64.0,40.15044715753072,38.75044715753072,1.4000000000000004,0.9651311479917749,0.015714519675618446,0.059493194972653804
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1015,100,-0.1830084220013305,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1015.csv,100.0,53.0,45.0,52.0,37.60439392188329,35.804393921883296,1.8000000000000003,0.9521332532645204,0.021614701311649186,0.06423210326667192
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1016,100,-0.2870340345351689,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1016.csv,100.0,64.0,34.0,63.0,40.29176428757482,38.93176428757482,1.36,0.9662462038074765,0.014977504384597284,0.05674049819093124
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1017,100,-0.2557686069740448,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1017.csv,100.0,67.0,32.0,66.0,41.07471043054569,39.79471043054569,1.2800000000000002,0.9688372727017909,0.011069900052804501,0.04935277183749835
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1018,100,-0.2601674463340102,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1018.csv,100.0,57.0,37.0,56.0,30.84531575165669,29.365315751656688,1.4800000000000002,0.9520186464643173,0.01785127682474746,0.055137976178187255
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.1,1019,100,-0.2532660552996902,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p1_seed1019.csv,100.0,60.0,38.0,59.0,44.66746548246167,43.14746548246167,1.5200000000000002,0.9659707578305105,0.010880288080685847,0.052799664238819974
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1000,100,-0.5117748283904713,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1000.csv,100.0,52.0,45.0,51.0,41.569454245746144,39.76945424574615,1.8000000000000003,0.9566989744594928,0.022558713567067474,0.060210461388732366
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1001,100,-0.4573948032891743,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1001.csv,100.0,52.0,46.0,51.0,38.016854389428694,36.17685438942869,1.8400000000000003,0.9516004143543331,0.02963250540926862,0.06413974395392398
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1002,100,-0.2775007572095705,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1002.csv,100.0,55.0,45.0,54.0,37.415489807404555,35.61548980740456,1.8000000000000003,0.9518915826235215,0.03581791931175751,0.06864159374009336
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1003,100,-0.4589606144015605,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1003.csv,100.0,56.0,35.0,55.0,32.60741578508677,31.207415785086773,1.4000000000000001,0.9570649814990767,0.0357041171832082,0.06778590786633312
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1004,100,-0.4772397290124339,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1004.csv,100.0,51.0,44.0,50.0,38.579853503317864,36.819853503317866,1.7600000000000002,0.9543803348074238,0.014021092024871045,0.056548727815255856
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1005,100,-0.7280416135884977,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1005.csv,100.0,64.0,34.0,63.0,38.27905137965928,36.91905137965928,1.3600000000000003,0.9644714288629765,0.02882432434712265,0.06605190592202526
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1006,100,-0.3483625994781077,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1006.csv,100.0,57.0,39.0,56.0,44.28979544797721,42.72979544797721,1.56,0.9647774394932038,0.028624340377217776,0.06453166831523247
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1007,100,-0.5109749671644263,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1007.csv,100.0,64.0,31.0,63.0,38.60686789259475,37.36686789259475,1.2400000000000002,0.9678813623666723,0.022159546752910823,0.0635293683616997
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1008,100,-0.2608614643694417,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1008.csv,100.0,52.0,46.0,51.0,26.557840491940986,24.717840491940986,1.8400000000000003,0.9307172584096832,0.027254778203522744,0.061530537955800275
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1009,100,-0.3386827298405277,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1009.csv,100.0,55.0,44.0,54.0,39.558375869520596,37.7983758695206,1.7600000000000002,0.9555087902039966,0.027986255108753633,0.06270110653018315
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1010,100,-0.4732039109528476,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1010.csv,100.0,57.0,40.0,56.0,37.83069792340828,36.23069792340828,1.6,0.9577063049896846,0.02926035036463322,0.07127659501095511
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1011,100,-0.3840340749056874,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1011.csv,100.0,65.0,36.0,64.0,44.270456631766336,42.83045663176634,1.4400000000000002,0.9674726644006034,0.02319887268996896,0.062266748133875775
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1012,100,-0.617445844128939,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1012.csv,100.0,55.0,43.0,54.0,35.53447163186355,33.814471631863555,1.7200000000000002,0.9515962973132353,0.02689148465536319,0.06343396086863616
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1013,100,-0.5948330142529555,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1013.csv,100.0,63.0,31.0,62.0,47.38381688158877,46.14381688158877,1.2400000000000002,0.973830727839027,0.0229937136721762,0.06369646407881811
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1014,100,-0.5341321343716805,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1014.csv,100.0,57.0,43.0,56.0,37.23119752830834,35.511197528308344,1.7200000000000002,0.9538021843457435,0.031899529136199686,0.06957679338196568
proxy_sigma_controller,anchor_k086_r002,proxy_sigma_controller:anchor_k086_r002,sphere,10,0.2,1015,100,-0.2842381755394917,0.86,0.02,7.541144486729183,True,True,artifacts/runs/descent-geometry/anchors-full/20260306T072559Z-ff541e20/results/proxy_traces/eval_proxy_sigma_controller_anchor_k086_r002_sphere_d10_n0p2_seed1015.csv,100.0,61.0,36.0,60.0,44.67489181594159,43.234891815941594,1.4400000000000002,0.9677671295560664,0.02982337516923413,0.0709256304482072
