run_index,phase,method,variant_id,method_instance,reference_method,function,dimension,noise_sigma,seed,eval_budget,popsize,initial_sigma,status,error_message,n_evals,generations,final_best,duration_sec,proxy_schema_version,proxy_sigma_factor_last,proxy_ema_snr_last,proxy_time_to_first_floor_gen,proxy_fraction_at_floor,proxy_n_floor_entries,proxy_n_floor_exits,proxy_n_down_steps,proxy_n_up_steps,proxy_n_neutral_steps,proxy_sigma_min_seen,proxy_sigma_max_seen,proxy_trace_written,proxy_trace_relpath
11,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1010,1000,10,2.0,ok,,1000,100,3.1379121239457085e-05,0.03061509132385254,,,,,,,,,,,,,,
12,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1011,1000,10,2.0,ok,,1000,100,7.85167011225951e-05,0.03057408332824707,,,,,,,,,,,,,,
13,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1012,1000,10,2.0,ok,,1000,100,1.0731310090570998e-05,0.030413150787353516,,,,,,,,,,,,,,
14,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1013,1000,10,2.0,ok,,1000,100,4.464644883345778e-05,0.030132055282592773,,,,,,,,,,,,,,
15,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1014,1000,10,2.0,ok,,1000,100,6.390407803475652e-06,0.03055715560913086,,,,,,,,,,,,,,
16,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1015,1000,10,2.0,ok,,1000,100,1.5174218311142471e-05,0.03076314926147461,,,,,,,,,,,,,,
17,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1016,1000,10,2.0,ok,,1000,100,3.1271866301344536e-05,0.0318760871887207,,,,,,,,,,,,,,
18,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1017,1000,10,2.0,ok,,1000,100,1.6102220826332598e-05,0.03099226951599121,,,,,,,,,,,,,,
19,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1018,1000,10,2.0,ok,,1000,100,4.200845628208085e-05,0.0309751033782959,,,,,,,,,,,,,,
20,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1019,1000,10,2.0,ok,,1000,100,1.57467314896111e-05,0.030285120010375977,,,,,,,,,,,,,,
21,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1000,1000,10,2.0,ok,,1000,100,-0.32435922085385516,0.030331134796142578,,,,,,,,,,,,,,
22,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1001,1000,10,2.0,ok,,1000,100,-0.2513315698580938,0.03078484535217285,,,,,,,,,,,,,,
23,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1002,1000,10,2.0,ok,,1000,100,-0.1870070091004672,0.03170275688171387,,,,,,,,,,,,,,
24,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1003,1000,10,2.0,ok,,1000,100,-0.23285501301045483,0.031464338302612305,,,,,,,,,,,,,,
25,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1004,1000,10,2.0,ok,,1000,100,-0.2081492035344229,0.031229019165039062,,,,,,,,,,,,,,
26,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1005,1000,10,2.0,ok,,1000,100,-0.1954698287599923,0.031006813049316406,,,,,,,,,,,,,,
27,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1006,1000,10,2.0,ok,,1000,100,-0.14999379920678102,0.030306100845336914,,,,,,,,,,,,,,
28,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1007,1000,10,2.0,ok,,1000,100,-0.24500792838441893,0.03144097328186035,,,,,,,,,,,,,,
29,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1008,1000,10,2.0,ok,,1000,100,-0.2488587652534169,0.031230926513671875,,,,,,,,,,,,,,
30,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1009,1000,10,2.0,ok,,1000,100,-0.2307505309641435,0.031235933303833008,,,,,,,,,,,,,,
31,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1010,1000,10,2.0,ok,,1000,100,-0.17304114338364995,0.0304110050201416,,,,,,,,,,,,,,
32,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1011,1000,10,2.0,ok,,1000,100,-0.2261211390965177,0.031371116638183594,,,,,,,,,,,,,,
33,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1012,1000,10,2.0,ok,,1000,100,-0.27791792210351085,0.031404972076416016,,,,,,,,,,,,,,
34,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1013,1000,10,2.0,ok,,1000,100,-0.21748518565171807,0.030985355377197266,,,,,,,,,,,,,,
35,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1014,1000,10,2.0,ok,,1000,100,-0.21701976886328997,0.03051018714904785,,,,,,,,,,,,,,
36,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1015,1000,10,2.0,ok,,1000,100,-0.22525491674228987,0.030549049377441406,,,,,,,,,,,,,,
37,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1016,1000,10,2.0,ok,,1000,100,-0.23453015581318903,0.03067922592163086,,,,,,,,,,,,,,
38,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1017,1000,10,2.0,ok,,1000,100,-0.20922637807260513,0.03065800666809082,,,,,,,,,,,,,,
39,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1018,1000,10,2.0,ok,,1000,100,-0.21844003433047635,0.030590057373046875,,,,,,,,,,,,,,
40,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1019,1000,10,2.0,ok,,1000,100,-0.20710340257984475,0.030956029891967773,,,,,,,,,,,,,,
41,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1000,1000,10,2.0,ok,,1000,100,-0.4925577480584433,0.030584096908569336,,,,,,,,,,,,,,
42,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1001,1000,10,2.0,ok,,1000,100,-0.6241908424895375,0.031060218811035156,,,,,,,,,,,,,,
43,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1002,1000,10,2.0,ok,,1000,100,-0.3989801517471034,0.03148293495178223,,,,,,,,,,,,,,
44,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1003,1000,10,2.0,ok,,1000,100,-0.4200636102122823,0.03126215934753418,,,,,,,,,,,,,,
45,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1004,1000,10,2.0,ok,,1000,100,-0.4321872140110694,0.03101968765258789,,,,,,,,,,,,,,
46,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1005,1000,10,2.0,ok,,1000,100,-0.7426622338503589,0.030868053436279297,,,,,,,,,,,,,,
47,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1006,1000,10,2.0,ok,,1000,100,-0.6582965610651912,0.03106379508972168,,,,,,,,,,,,,,
48,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1007,1000,10,2.0,ok,,1000,100,-0.4885619815092627,0.032354116439819336,,,,,,,,,,,,,,
49,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1008,1000,10,2.0,ok,,1000,100,-0.33905235510873166,0.030922889709472656,,,,,,,,,,,,,,
50,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1009,1000,10,2.0,ok,,1000,100,-0.4412637351512325,0.030614137649536133,,,,,,,,,,,,,,
51,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1010,1000,10,2.0,ok,,1000,100,-0.3552809118891178,0.05213594436645508,,,,,,,,,,,,,,
52,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1011,1000,10,2.0,ok,,1000,100,-0.4510285816748712,0.033241987228393555,,,,,,,,,,,,,,
53,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1012,1000,10,2.0,ok,,1000,100,-0.5102889177151071,0.03105616569519043,,,,,,,,,,,,,,
54,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1013,1000,10,2.0,ok,,1000,100,-0.5526186967807465,0.031527042388916016,,,,,,,,,,,,,,
55,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1014,1000,10,2.0,ok,,1000,100,-0.44660351471726584,0.031992197036743164,,,,,,,,,,,,,,
56,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1015,1000,10,2.0,ok,,1000,100,-0.35819263866508966,0.031537771224975586,,,,,,,,,,,,,,
57,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1016,1000,10,2.0,ok,,1000,100,-0.41240071438861015,0.030956029891967773,,,,,,,,,,,,,,
58,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1017,1000,10,2.0,ok,,1000,100,-0.4262164618671238,0.030846834182739258,,,,,,,,,,,,,,
59,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1018,1000,10,2.0,ok,,1000,100,-0.5835749830128905,0.03119802474975586,,,,,,,,,,,,,,
60,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.2,1019,1000,10,2.0,ok,,1000,100,-0.34273584378244815,0.03131580352783203,,,,,,,,,,,,,,
61,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1000,1000,10,2.0,ok,,1000,100,0.011158775588108535,0.035674095153808594,,,,,,,,,,,,,,
62,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1001,1000,10,2.0,ok,,1000,100,0.01942724824048464,0.034555912017822266,,,,,,,,,,,,,,
63,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1002,1000,10,2.0,ok,,1000,100,0.010182074745569489,0.035331010818481445,,,,,,,,,,,,,,
64,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1003,1000,10,2.0,ok,,1000,100,0.015893855225206203,0.03525900840759277,,,,,,,,,,,,,,
65,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1004,1000,10,2.0,ok,,1000,100,0.014649531770949341,0.03499007225036621,,,,,,,,,,,,,,
66,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1005,1000,10,2.0,ok,,1000,100,0.0067121946487330025,0.03517508506774902,,,,,,,,,,,,,,
67,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1006,1000,10,2.0,ok,,1000,100,0.02466987998057161,0.035430908203125,,,,,,,,,,,,,,
68,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1007,1000,10,2.0,ok,,1000,100,0.011575474541124132,0.03492474555969238,,,,,,,,,,,,,,
69,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1008,1000,10,2.0,ok,,1000,100,0.0094403360478706,0.034948110580444336,,,,,,,,,,,,,,
70,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1009,1000,10,2.0,ok,,1000,100,0.0101874785594909,0.036210060119628906,,,,,,,,,,,,,,
71,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1010,1000,10,2.0,ok,,1000,100,0.023486973385779562,0.0347599983215332,,,,,,,,,,,,,,
72,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1011,1000,10,2.0,ok,,1000,100,0.016370831660881296,0.03460884094238281,,,,,,,,,,,,,,
73,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1012,1000,10,2.0,ok,,1000,100,0.00485564470831365,0.0357670783996582,,,,,,,,,,,,,,
74,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1013,1000,10,2.0,ok,,1000,100,0.015691435110057224,0.03523516654968262,,,,,,,,,,,,,,
75,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1014,1000,10,2.0,ok,,1000,100,0.027886452440079937,0.035141944885253906,,,,,,,,,,,,,,
76,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1015,1000,10,2.0,ok,,1000,100,0.012966169040088564,0.03519606590270996,,,,,,,,,,,,,,
77,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1016,1000,10,2.0,ok,,1000,100,0.014427456567579183,0.035366058349609375,,,,,,,,,,,,,,
78,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1017,1000,10,2.0,ok,,1000,100,0.012217242218133542,0.035784006118774414,,,,,,,,,,,,,,
79,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1018,1000,10,2.0,ok,,1000,100,0.01384631892725034,0.03548598289489746,,,,,,,,,,,,,,
80,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.0,1019,1000,10,2.0,ok,,1000,100,0.028013836038836445,0.03579902648925781,,,,,,,,,,,,,,
81,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1000,1000,10,2.0,ok,,1000,100,-0.1504510637726915,0.03574419021606445,,,,,,,,,,,,,,
82,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1001,1000,10,2.0,ok,,1000,100,-0.10043318922545041,0.036718130111694336,,,,,,,,,,,,,,
83,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1002,1000,10,2.0,ok,,1000,100,-0.18753815191649992,0.03661298751831055,,,,,,,,,,,,,,
84,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1003,1000,10,2.0,ok,,1000,100,-0.04681658230836985,0.036062002182006836,,,,,,,,,,,,,,
85,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1004,1000,10,2.0,ok,,1000,100,-0.07342074292264125,0.03576397895812988,,,,,,,,,,,,,,
86,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1005,1000,10,2.0,ok,,1000,100,-0.05035587949803069,0.03562307357788086,,,,,,,,,,,,,,
87,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1006,1000,10,2.0,ok,,1000,100,-0.12548286705843673,0.03565716743469238,,,,,,,,,,,,,,
88,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1007,1000,10,2.0,ok,,1000,100,-0.10390705430294273,0.03698396682739258,,,,,,,,,,,,,,
89,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1008,1000,10,2.0,ok,,1000,100,-0.17628961140446775,0.03546404838562012,,,,,,,,,,,,,,
90,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1009,1000,10,2.0,ok,,1000,100,-0.17646051779663002,0.035372018814086914,,,,,,,,,,,,,,
91,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1010,1000,10,2.0,ok,,1000,100,0.12064386712402324,0.0352330207824707,,,,,,,,,,,,,,
92,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1011,1000,10,2.0,ok,,1000,100,-0.0847495358258344,0.03550004959106445,,,,,,,,,,,,,,
93,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1012,1000,10,2.0,ok,,1000,100,-0.12664577834129395,0.03623700141906738,,,,,,,,,,,,,,
94,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1013,1000,10,2.0,ok,,1000,100,0.07210223170337277,0.03559708595275879,,,,,,,,,,,,,,
95,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1014,1000,10,2.0,ok,,1000,100,-0.13224345540651802,0.036073923110961914,,,,,,,,,,,,,,
96,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1015,1000,10,2.0,ok,,1000,100,-0.06361877672744727,0.0356595516204834,,,,,,,,,,,,,,
97,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1016,1000,10,2.0,ok,,1000,100,-0.12125130241995752,0.03618216514587402,,,,,,,,,,,,,,
98,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1017,1000,10,2.0,ok,,1000,100,-0.0656094706265688,0.036222219467163086,,,,,,,,,,,,,,
99,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1018,1000,10,2.0,ok,,1000,100,-0.13291624954962392,0.036277055740356445,,,,,,,,,,,,,,
100,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.1,1019,1000,10,2.0,ok,,1000,100,-0.09497729011394498,0.03562188148498535,,,,,,,,,,,,,,
101,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1000,1000,10,2.0,ok,,1000,100,-0.24585351265072575,0.036302804946899414,,,,,,,,,,,,,,
102,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1001,1000,10,2.0,ok,,1000,100,-0.07104011686144995,0.03611922264099121,,,,,,,,,,,,,,
103,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1002,1000,10,2.0,ok,,1000,100,-0.3347199963955266,0.0359950065612793,,,,,,,,,,,,,,
104,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1003,1000,10,2.0,ok,,1000,100,-0.40356820385020026,0.03655600547790527,,,,,,,,,,,,,,
105,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1004,1000,10,2.0,ok,,1000,100,-0.299576366686355,0.03667402267456055,,,,,,,,,,,,,,
106,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1005,1000,10,2.0,ok,,1000,100,-0.2593591271453844,0.036084890365600586,,,,,,,,,,,,,,
107,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1006,1000,10,2.0,ok,,1000,100,-0.3471333841559981,0.03558087348937988,,,,,,,,,,,,,,
108,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1007,1000,10,2.0,ok,,1000,100,-0.28878427131301365,0.03636002540588379,,,,,,,,,,,,,,
109,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1008,1000,10,2.0,ok,,1000,100,-0.36805817996975043,0.03581500053405762,,,,,,,,,,,,,,
110,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1009,1000,10,2.0,ok,,1000,100,-0.21853310758164513,0.03618478775024414,,,,,,,,,,,,,,
111,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1010,1000,10,2.0,ok,,1000,100,-0.2120128727754974,0.036130666732788086,,,,,,,,,,,,,,
112,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1011,1000,10,2.0,ok,,1000,100,-0.35737491062990145,0.03651905059814453,,,,,,,,,,,,,,
113,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1012,1000,10,2.0,ok,,1000,100,-0.20859479348608623,0.036821842193603516,,,,,,,,,,,,,,
114,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1013,1000,10,2.0,ok,,1000,100,-0.064434180489983,0.03654909133911133,,,,,,,,,,,,,,
115,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1014,1000,10,2.0,ok,,1000,100,-0.36842337249512597,0.035574913024902344,,,,,,,,,,,,,,
116,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1015,1000,10,2.0,ok,,1000,100,-0.3275205815730351,0.03516268730163574,,,,,,,,,,,,,,
117,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1016,1000,10,2.0,ok,,1000,100,-0.2488746321414217,0.035599708557128906,,,,,,,,,,,,,,
118,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1017,1000,10,2.0,ok,,1000,100,-0.13046248233944613,0.03684496879577637,,,,,,,,,,,,,,
119,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1018,1000,10,2.0,ok,,1000,100,-0.30680754132243004,0.035624027252197266,,,,,,,,,,,,,,
120,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,20,0.2,1019,1000,10,2.0,ok,,1000,100,-0.1858857282609247,0.03565526008605957,,,,,,,,,,,,,,
121,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1000,1000,10,2.0,ok,,1000,100,1.0546043622314252,0.050527095794677734,,,,,,,,,,,,,,
122,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1001,1000,10,2.0,ok,,1000,100,0.9435366682851244,0.050614118576049805,,,,,,,,,,,,,,
123,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1002,1000,10,2.0,ok,,1000,100,1.8101853315437353,0.05033111572265625,,,,,,,,,,,,,,
124,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1003,1000,10,2.0,ok,,1000,100,1.2898354053622665,0.05206799507141113,,,,,,,,,,,,,,
125,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1004,1000,10,2.0,ok,,1000,100,1.4426369743715726,0.05109405517578125,,,,,,,,,,,,,,
126,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1005,1000,10,2.0,ok,,1000,100,1.5555300021047127,0.05026412010192871,,,,,,,,,,,,,,
127,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1006,1000,10,2.0,ok,,1000,100,2.3045992958151547,0.05059504508972168,,,,,,,,,,,,,,
128,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1007,1000,10,2.0,ok,,1000,100,1.3339688737008104,0.05194282531738281,,,,,,,,,,,,,,
129,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1008,1000,10,2.0,ok,,1000,100,0.8987233006349199,0.050405025482177734,,,,,,,,,,,,,,
130,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1009,1000,10,2.0,ok,,1000,100,1.963195881462207,0.05015206336975098,,,,,,,,,,,,,,
131,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1010,1000,10,2.0,ok,,1000,100,1.1516696453748145,0.050859928131103516,,,,,,,,,,,,,,
132,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1011,1000,10,2.0,ok,,1000,100,1.5971566743554693,0.049626827239990234,,,,,,,,,,,,,,
133,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1012,1000,10,2.0,ok,,1000,100,1.8002996387061008,0.05050396919250488,,,,,,,,,,,,,,
134,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1013,1000,10,2.0,ok,,1000,100,1.0376491892786448,0.050276994705200195,,,,,,,,,,,,,,
135,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1014,1000,10,2.0,ok,,1000,100,1.1172450982031616,0.0492558479309082,,,,,,,,,,,,,,
136,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1015,1000,10,2.0,ok,,1000,100,0.934923459031473,0.049019813537597656,,,,,,,,,,,,,,
137,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1016,1000,10,2.0,ok,,1000,100,1.654181852690957,0.05006694793701172,,,,,,,,,,,,,,
138,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1017,1000,10,2.0,ok,,1000,100,1.9340227388367088,0.049720048904418945,,,,,,,,,,,,,,
139,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1018,1000,10,2.0,ok,,1000,100,1.2450742555485053,0.04918408393859863,,,,,,,,,,,,,,
140,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.0,1019,1000,10,2.0,ok,,1000,100,1.9223449722376582,0.05110001564025879,,,,,,,,,,,,,,
141,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.1,1000,1000,10,2.0,ok,,1000,100,1.1167449420646058,0.05162787437438965,,,,,,,,,,,,,,
142,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.1,1001,1000,10,2.0,ok,,1000,100,1.9112616465854528,0.051985979080200195,,,,,,,,,,,,,,
143,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,40,0.1,1002,1000,10,2.0,ok,,1000,100,2.6011567884268416,0.05152297019958496,,,,,,,,,,,,,,
