run_index,phase,method,variant_id,method_instance,reference_method,function,dimension,noise_sigma,seed,eval_budget,popsize,initial_sigma,status,error_message,n_evals,generations,final_best,duration_sec,proxy_schema_version,proxy_sigma_factor_last,proxy_ema_snr_last,proxy_time_to_first_floor_gen,proxy_fraction_at_floor,proxy_n_floor_entries,proxy_n_floor_exits,proxy_n_down_steps,proxy_n_up_steps,proxy_n_neutral_steps,proxy_sigma_min_seen,proxy_sigma_max_seen,proxy_trace_written,proxy_trace_relpath
1,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1000,1000,10,2.0,ok,,1000,100,4.5271006638323166e-05,0.7006020545959473,,,,,,,,,,,,,,
2,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1001,1000,10,2.0,ok,,1000,100,3.4448773630602864e-05,0.032440185546875,,,,,,,,,,,,,,
3,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1002,1000,10,2.0,ok,,1000,100,3.6621518333454724e-05,0.03564095497131348,,,,,,,,,,,,,,
4,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1003,1000,10,2.0,ok,,1000,100,1.021741972026218e-05,0.03351998329162598,,,,,,,,,,,,,,
5,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1004,1000,10,2.0,ok,,1000,100,8.853186794275138e-06,0.03252673149108887,,,,,,,,,,,,,,
6,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1005,1000,10,2.0,ok,,1000,100,1.327652050101939e-05,0.03103494644165039,,,,,,,,,,,,,,
7,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1006,1000,10,2.0,ok,,1000,100,5.798383312265393e-06,0.032299041748046875,,,,,,,,,,,,,,
8,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1007,1000,10,2.0,ok,,1000,100,9.826956450974887e-06,0.05526423454284668,,,,,,,,,,,,,,
9,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1008,1000,10,2.0,ok,,1000,100,1.3459429022556809e-05,0.03222179412841797,,,,,,,,,,,,,,
10,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1009,1000,10,2.0,ok,,1000,100,5.45364443340885e-06,0.03229093551635742,,,,,,,,,,,,,,
11,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1010,1000,10,2.0,ok,,1000,100,3.1379121239457085e-05,0.032547712326049805,,,,,,,,,,,,,,
12,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1011,1000,10,2.0,ok,,1000,100,7.85167011225951e-05,0.032720327377319336,,,,,,,,,,,,,,
13,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1012,1000,10,2.0,ok,,1000,100,1.0731310090570998e-05,0.0330502986907959,,,,,,,,,,,,,,
14,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1013,1000,10,2.0,ok,,1000,100,4.464644883345778e-05,0.03183102607727051,,,,,,,,,,,,,,
15,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1014,1000,10,2.0,ok,,1000,100,6.390407803475652e-06,0.032267093658447266,,,,,,,,,,,,,,
16,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1015,1000,10,2.0,ok,,1000,100,1.5174218311142471e-05,0.03200721740722656,,,,,,,,,,,,,,
17,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1016,1000,10,2.0,ok,,1000,100,3.1271866301344536e-05,0.0325009822845459,,,,,,,,,,,,,,
18,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1017,1000,10,2.0,ok,,1000,100,1.6102220826332598e-05,0.03234410285949707,,,,,,,,,,,,,,
19,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1018,1000,10,2.0,ok,,1000,100,4.200845628208085e-05,0.031107187271118164,,,,,,,,,,,,,,
20,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1019,1000,10,2.0,ok,,1000,100,1.57467314896111e-05,0.03388381004333496,,,,,,,,,,,,,,
21,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1020,1000,10,2.0,ok,,1000,100,1.3505513330061401e-05,0.03294110298156738,,,,,,,,,,,,,,
22,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1021,1000,10,2.0,ok,,1000,100,7.144418042748617e-06,0.032299041748046875,,,,,,,,,,,,,,
23,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1022,1000,10,2.0,ok,,1000,100,8.230274874310426e-06,0.03482198715209961,,,,,,,,,,,,,,
24,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1023,1000,10,2.0,ok,,1000,100,5.074176853456242e-06,0.03286600112915039,,,,,,,,,,,,,,
25,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1024,1000,10,2.0,ok,,1000,100,2.914841725766232e-06,0.032823801040649414,,,,,,,,,,,,,,
26,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1025,1000,10,2.0,ok,,1000,100,3.640888235083292e-06,0.03326892852783203,,,,,,,,,,,,,,
27,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1026,1000,10,2.0,ok,,1000,100,3.0778332540947445e-05,0.0337831974029541,,,,,,,,,,,,,,
28,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1027,1000,10,2.0,ok,,1000,100,5.4733720996007004e-05,0.03352093696594238,,,,,,,,,,,,,,
29,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1028,1000,10,2.0,ok,,1000,100,5.228982981963901e-06,0.032652854919433594,,,,,,,,,,,,,,
30,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1029,1000,10,2.0,ok,,1000,100,1.8532786966021284e-05,0.034121036529541016,,,,,,,,,,,,,,
31,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1030,1000,10,2.0,ok,,1000,100,6.185583381625111e-06,0.03416609764099121,,,,,,,,,,,,,,
32,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1031,1000,10,2.0,ok,,1000,100,8.677569882318685e-06,0.0336761474609375,,,,,,,,,,,,,,
33,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1032,1000,10,2.0,ok,,1000,100,6.686655372990386e-06,0.03305196762084961,,,,,,,,,,,,,,
34,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1033,1000,10,2.0,ok,,1000,100,1.4589152191938853e-05,0.03236103057861328,,,,,,,,,,,,,,
35,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1034,1000,10,2.0,ok,,1000,100,1.043368352086974e-05,0.03262209892272949,,,,,,,,,,,,,,
36,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1035,1000,10,2.0,ok,,1000,100,1.579646243900794e-05,0.032646894454956055,,,,,,,,,,,,,,
37,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1036,1000,10,2.0,ok,,1000,100,9.52956106394727e-06,0.03562593460083008,,,,,,,,,,,,,,
38,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1037,1000,10,2.0,ok,,1000,100,9.835274550777336e-06,0.051093101501464844,,,,,,,,,,,,,,
39,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1038,1000,10,2.0,ok,,1000,100,3.555425433570228e-05,0.037405967712402344,,,,,,,,,,,,,,
40,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1039,1000,10,2.0,ok,,1000,100,2.1584531304822985e-05,0.035286903381347656,,,,,,,,,,,,,,
41,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1040,1000,10,2.0,ok,,1000,100,8.550800921558653e-06,0.035920143127441406,,,,,,,,,,,,,,
42,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1041,1000,10,2.0,ok,,1000,100,4.2820338062446045e-05,0.034854888916015625,,,,,,,,,,,,,,
43,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1042,1000,10,2.0,ok,,1000,100,2.2192579894290764e-06,0.05052065849304199,,,,,,,,,,,,,,
44,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1043,1000,10,2.0,ok,,1000,100,2.2516417173617817e-05,0.043419837951660156,,,,,,,,,,,,,,
45,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1044,1000,10,2.0,ok,,1000,100,3.4796795828272955e-05,0.03727006912231445,,,,,,,,,,,,,,
46,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1045,1000,10,2.0,ok,,1000,100,4.22174207081329e-05,0.03637409210205078,,,,,,,,,,,,,,
47,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1046,1000,10,2.0,ok,,1000,100,1.7421396171528103e-06,0.03411293029785156,,,,,,,,,,,,,,
48,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1047,1000,10,2.0,ok,,1000,100,8.092717968805525e-06,0.03323006629943848,,,,,,,,,,,,,,
49,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1048,1000,10,2.0,ok,,1000,100,7.871663613456565e-06,0.03409600257873535,,,,,,,,,,,,,,
50,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1049,1000,10,2.0,ok,,1000,100,4.5040578055819e-06,0.036216020584106445,,,,,,,,,,,,,,
51,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1050,1000,10,2.0,ok,,1000,100,5.979831864893975e-06,0.034207820892333984,,,,,,,,,,,,,,
52,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1051,1000,10,2.0,ok,,1000,100,1.4896567266610783e-05,0.03180289268493652,,,,,,,,,,,,,,
53,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1052,1000,10,2.0,ok,,1000,100,2.691925906670349e-05,0.03316688537597656,,,,,,,,,,,,,,
54,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1053,1000,10,2.0,ok,,1000,100,1.2862695166406772e-05,0.03349781036376953,,,,,,,,,,,,,,
55,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1054,1000,10,2.0,ok,,1000,100,5.6709067299555586e-06,0.0326991081237793,,,,,,,,,,,,,,
56,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1055,1000,10,2.0,ok,,1000,100,2.190248398758932e-05,0.03278207778930664,,,,,,,,,,,,,,
57,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1056,1000,10,2.0,ok,,1000,100,5.953907224381383e-06,0.032544851303100586,,,,,,,,,,,,,,
58,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1057,1000,10,2.0,ok,,1000,100,2.2891938397325457e-06,0.032111167907714844,,,,,,,,,,,,,,
59,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1058,1000,10,2.0,ok,,1000,100,7.357691204952082e-06,0.03336620330810547,,,,,,,,,,,,,,
60,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1059,1000,10,2.0,ok,,1000,100,4.803190360775385e-06,0.03236699104309082,,,,,,,,,,,,,,
61,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1060,1000,10,2.0,ok,,1000,100,5.3988332026822755e-06,0.03138899803161621,,,,,,,,,,,,,,
62,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1061,1000,10,2.0,ok,,1000,100,4.989461068403126e-06,0.03151273727416992,,,,,,,,,,,,,,
63,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1062,1000,10,2.0,ok,,1000,100,1.3314361960531328e-05,0.03219914436340332,,,,,,,,,,,,,,
64,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1063,1000,10,2.0,ok,,1000,100,5.0902426533085695e-06,0.031764984130859375,,,,,,,,,,,,,,
65,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1064,1000,10,2.0,ok,,1000,100,8.256756010643984e-06,0.03276205062866211,,,,,,,,,,,,,,
66,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1065,1000,10,2.0,ok,,1000,100,6.900337628374392e-06,0.0312042236328125,,,,,,,,,,,,,,
67,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1066,1000,10,2.0,ok,,1000,100,2.723729885699955e-05,0.031717777252197266,,,,,,,,,,,,,,
68,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1067,1000,10,2.0,ok,,1000,100,2.7672432553943504e-06,0.03209400177001953,,,,,,,,,,,,,,
69,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1068,1000,10,2.0,ok,,1000,100,3.63596082736625e-06,0.03180408477783203,,,,,,,,,,,,,,
70,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1069,1000,10,2.0,ok,,1000,100,5.061848920461694e-06,0.031897783279418945,,,,,,,,,,,,,,
71,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1070,1000,10,2.0,ok,,1000,100,2.4429505546714167e-05,0.03189396858215332,,,,,,,,,,,,,,
72,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1071,1000,10,2.0,ok,,1000,100,4.877020110872306e-05,0.0320281982421875,,,,,,,,,,,,,,
73,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1072,1000,10,2.0,ok,,1000,100,1.851829138645776e-05,0.031752824783325195,,,,,,,,,,,,,,
74,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1073,1000,10,2.0,ok,,1000,100,1.6161119164808846e-05,0.03125810623168945,,,,,,,,,,,,,,
75,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1074,1000,10,2.0,ok,,1000,100,3.451764563335725e-05,0.031529903411865234,,,,,,,,,,,,,,
76,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1075,1000,10,2.0,ok,,1000,100,7.782380387539956e-06,0.03156471252441406,,,,,,,,,,,,,,
77,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1076,1000,10,2.0,ok,,1000,100,3.2138042459401226e-05,0.03262495994567871,,,,,,,,,,,,,,
78,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1077,1000,10,2.0,ok,,1000,100,6.391632617334166e-06,0.03167605400085449,,,,,,,,,,,,,,
79,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1078,1000,10,2.0,ok,,1000,100,9.414484538564589e-06,0.03245377540588379,,,,,,,,,,,,,,
80,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1079,1000,10,2.0,ok,,1000,100,1.111182066602188e-05,0.03257584571838379,,,,,,,,,,,,,,
81,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1080,1000,10,2.0,ok,,1000,100,1.5127197329767215e-06,0.03122401237487793,,,,,,,,,,,,,,
82,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1081,1000,10,2.0,ok,,1000,100,4.846206299787064e-06,0.03191709518432617,,,,,,,,,,,,,,
83,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1082,1000,10,2.0,ok,,1000,100,1.1722615452734963e-05,0.03233504295349121,,,,,,,,,,,,,,
84,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1083,1000,10,2.0,ok,,1000,100,1.4454821604706687e-05,0.03194904327392578,,,,,,,,,,,,,,
85,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1084,1000,10,2.0,ok,,1000,100,7.131244563693925e-05,0.03167319297790527,,,,,,,,,,,,,,
86,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1085,1000,10,2.0,ok,,1000,100,2.5745072476018773e-06,0.030349016189575195,,,,,,,,,,,,,,
87,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1086,1000,10,2.0,ok,,1000,100,1.2455528068790517e-05,0.0307309627532959,,,,,,,,,,,,,,
88,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1087,1000,10,2.0,ok,,1000,100,7.143191514535049e-06,0.031179189682006836,,,,,,,,,,,,,,
89,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1088,1000,10,2.0,ok,,1000,100,2.122732681487098e-06,0.03110218048095703,,,,,,,,,,,,,,
90,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1089,1000,10,2.0,ok,,1000,100,2.55715863910437e-06,0.03070211410522461,,,,,,,,,,,,,,
91,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1090,1000,10,2.0,ok,,1000,100,2.724001231312076e-05,0.03119492530822754,,,,,,,,,,,,,,
92,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1091,1000,10,2.0,ok,,1000,100,1.4646468128241442e-05,0.030694961547851562,,,,,,,,,,,,,,
93,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1092,1000,10,2.0,ok,,1000,100,1.3922360951554144e-05,0.030989885330200195,,,,,,,,,,,,,,
94,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1093,1000,10,2.0,ok,,1000,100,8.014500135961862e-06,0.031472206115722656,,,,,,,,,,,,,,
95,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1094,1000,10,2.0,ok,,1000,100,1.129749120354933e-05,0.031281232833862305,,,,,,,,,,,,,,
96,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1095,1000,10,2.0,ok,,1000,100,3.2393674923416654e-05,0.030846834182739258,,,,,,,,,,,,,,
97,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1096,1000,10,2.0,ok,,1000,100,4.556759549039651e-05,0.031124114990234375,,,,,,,,,,,,,,
98,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1097,1000,10,2.0,ok,,1000,100,1.425501079035695e-05,0.03162431716918945,,,,,,,,,,,,,,
99,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1098,1000,10,2.0,ok,,1000,100,1.653787505290274e-06,0.03172898292541504,,,,,,,,,,,,,,
100,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.0,1099,1000,10,2.0,ok,,1000,100,9.45594349220067e-06,0.031735897064208984,,,,,,,,,,,,,,
101,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1000,1000,10,2.0,ok,,1000,100,-0.32435922085385516,0.031902313232421875,,,,,,,,,,,,,,
102,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1001,1000,10,2.0,ok,,1000,100,-0.2513315698580938,0.03159594535827637,,,,,,,,,,,,,,
103,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1002,1000,10,2.0,ok,,1000,100,-0.1870070091004672,0.031536102294921875,,,,,,,,,,,,,,
104,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1003,1000,10,2.0,ok,,1000,100,-0.23285501301045483,0.032669782638549805,,,,,,,,,,,,,,
105,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1004,1000,10,2.0,ok,,1000,100,-0.2081492035344229,0.032011985778808594,,,,,,,,,,,,,,
106,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1005,1000,10,2.0,ok,,1000,100,-0.1954698287599923,0.03184390068054199,,,,,,,,,,,,,,
107,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1006,1000,10,2.0,ok,,1000,100,-0.14999379920678102,0.031938791275024414,,,,,,,,,,,,,,
108,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1007,1000,10,2.0,ok,,1000,100,-0.24500792838441893,0.031832218170166016,,,,,,,,,,,,,,
109,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1008,1000,10,2.0,ok,,1000,100,-0.2488587652534169,0.03275585174560547,,,,,,,,,,,,,,
110,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1009,1000,10,2.0,ok,,1000,100,-0.2307505309641435,0.03280305862426758,,,,,,,,,,,,,,
111,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1010,1000,10,2.0,ok,,1000,100,-0.17304114338364995,0.031939029693603516,,,,,,,,,,,,,,
112,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1011,1000,10,2.0,ok,,1000,100,-0.2261211390965177,0.03261113166809082,,,,,,,,,,,,,,
113,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1012,1000,10,2.0,ok,,1000,100,-0.27791792210351085,0.03214526176452637,,,,,,,,,,,,,,
114,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1013,1000,10,2.0,ok,,1000,100,-0.21748518565171807,0.032283782958984375,,,,,,,,,,,,,,
115,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1014,1000,10,2.0,ok,,1000,100,-0.21701976886328997,0.0337672233581543,,,,,,,,,,,,,,
116,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1015,1000,10,2.0,ok,,1000,100,-0.22525491674228987,0.03235983848571777,,,,,,,,,,,,,,
117,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1016,1000,10,2.0,ok,,1000,100,-0.23453015581318903,0.03204083442687988,,,,,,,,,,,,,,
118,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1017,1000,10,2.0,ok,,1000,100,-0.20922637807260513,0.032769203186035156,,,,,,,,,,,,,,
119,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1018,1000,10,2.0,ok,,1000,100,-0.21844003433047635,0.03127694129943848,,,,,,,,,,,,,,
120,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1019,1000,10,2.0,ok,,1000,100,-0.20710340257984475,0.03158402442932129,,,,,,,,,,,,,,
121,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1020,1000,10,2.0,ok,,1000,100,-0.23272821063293062,0.03151988983154297,,,,,,,,,,,,,,
122,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1021,1000,10,2.0,ok,,1000,100,-0.24696905533501762,0.03194284439086914,,,,,,,,,,,,,,
123,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1022,1000,10,2.0,ok,,1000,100,-0.19534485236316818,0.0328061580657959,,,,,,,,,,,,,,
124,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1023,1000,10,2.0,ok,,1000,100,-0.24132207408537598,0.03141212463378906,,,,,,,,,,,,,,
125,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1024,1000,10,2.0,ok,,1000,100,-0.2444100998877171,0.031238317489624023,,,,,,,,,,,,,,
126,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1025,1000,10,2.0,ok,,1000,100,-0.22398008175662562,0.032586097717285156,,,,,,,,,,,,,,
127,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1026,1000,10,2.0,ok,,1000,100,-0.2876122058772747,0.032073020935058594,,,,,,,,,,,,,,
128,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1027,1000,10,2.0,ok,,1000,100,-0.21406636720481767,0.03217601776123047,,,,,,,,,,,,,,
129,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1028,1000,10,2.0,ok,,1000,100,-0.29944541098191585,0.03145098686218262,,,,,,,,,,,,,,
130,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1029,1000,10,2.0,ok,,1000,100,-0.2897544582729436,0.03155374526977539,,,,,,,,,,,,,,
131,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1030,1000,10,2.0,ok,,1000,100,-0.2648414565735195,0.03127717971801758,,,,,,,,,,,,,,
132,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1031,1000,10,2.0,ok,,1000,100,-0.2308802211825257,0.031249046325683594,,,,,,,,,,,,,,
133,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1032,1000,10,2.0,ok,,1000,100,-0.21650905076051163,0.032464027404785156,,,,,,,,,,,,,,
134,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1033,1000,10,2.0,ok,,1000,100,-0.18572408338620977,0.033048152923583984,,,,,,,,,,,,,,
135,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1034,1000,10,2.0,ok,,1000,100,-0.23461755919079053,0.031965017318725586,,,,,,,,,,,,,,
136,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1035,1000,10,2.0,ok,,1000,100,-0.18281032825489069,0.031733036041259766,,,,,,,,,,,,,,
137,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1036,1000,10,2.0,ok,,1000,100,-0.2918408674995779,0.03156685829162598,,,,,,,,,,,,,,
138,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1037,1000,10,2.0,ok,,1000,100,-0.17028592471179138,0.03202009201049805,,,,,,,,,,,,,,
139,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1038,1000,10,2.0,ok,,1000,100,-0.20388896785450472,0.032644033432006836,,,,,,,,,,,,,,
140,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1039,1000,10,2.0,ok,,1000,100,-0.1977151870114376,0.031759023666381836,,,,,,,,,,,,,,
141,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1040,1000,10,2.0,ok,,1000,100,-0.20527517899450393,0.031893014907836914,,,,,,,,,,,,,,
142,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1041,1000,10,2.0,ok,,1000,100,-0.18136017185214998,0.032157182693481445,,,,,,,,,,,,,,
143,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1042,1000,10,2.0,ok,,1000,100,-0.22721237503266842,0.03210186958312988,,,,,,,,,,,,,,
144,eval,vanilla_cma,,vanilla_cma,vanilla_cma,sphere,10,0.1,1043,1000,10,2.0,ok,,1000,100,-0.20937412340136324,0.032280921936035156,,,,,,,,,,,,,,
